Input Address,Original Name,New Name
bb3_release/RV12/BBS12032.msf,BBS12032,BALBS507
bb3_release/RV12/BBS12033.msf,BBS12033,BALBS508
bb3_release/RV12/BBS12034.msf,BBS12034,BALBS509
bb3_release/RV12/BBS12035.msf,BBS12035,BALBS510
bb3_release/RV12/BBS12036.msf,BBS12036,BALBS511
bb3_release/RV12/BBS12037.msf,BBS12037,BALBS512
bb3_release/RV12/BBS12038.msf,BBS12038,BALBS513
bb3_release/RV12/BBS12039.msf,BBS12039,BALBS514
bb3_release/RV12/BBS12040.msf,BBS12040,BALBS515
bb3_release/RV12/BBS12041.msf,BBS12041,BALBS516
bb3_release/RV12/BBS12042.msf,BBS12042,BALBS517
bb3_release/RV12/BBS12043.msf,BBS12043,BALBS518
bb3_release/RV12/BBS12044.msf,BBS12044,BALBS519
bb3_release/RV20/BBS20001.msf,BBS20001,BALBS520
bb3_release/RV20/BBS20002.msf,BBS20002,BALBS521
bb3_release/RV20/BBS20003.msf,BBS20003,BALBS522
bb3_release/RV20/BBS20004.msf,BBS20004,BALBS523
bb3_release/RV20/BBS20005.msf,BBS20005,BALBS524
bb3_release/RV20/BBS20006.msf,BBS20006,BALBS525
bb3_release/RV20/BBS20007.msf,BBS20007,BALBS526
bb3_release/RV20/BBS20008.msf,BBS20008,BALBS527
bb3_release/RV20/BBS20009.msf,BBS20009,BALBS528
bb3_release/RV20/BBS20010.msf,BBS20010,BALBS529
bb3_release/RV20/BBS20011.msf,BBS20011,BALBS530
bb3_release/RV20/BBS20012.msf,BBS20012,BALBS531
bb3_release/RV20/BBS20013.msf,BBS20013,BALBS532
bb3_release/RV20/BBS20014.msf,BBS20014,BALBS533
bb3_release/RV20/BBS20015.msf,BBS20015,BALBS534
bb3_release/RV20/BBS20016.msf,BBS20016,BALBS535
bb3_release/RV20/BBS20017.msf,BBS20017,BALBS536
bb3_release/RV20/BBS20018.msf,BBS20018,BALBS537
bb3_release/RV20/BBS20019.msf,BBS20019,BALBS538
bb3_release/RV20/BBS20020.msf,BBS20020,BALBS539
bb3_release/RV20/BBS20021.msf,BBS20021,BALBS540
bb3_release/RV20/BBS20022.msf,BBS20022,BALBS541
bb3_release/RV20/BBS20023.msf,BBS20023,BALBS542
bb3_release/RV20/BBS20024.msf,BBS20024,BALBS543
bb3_release/RV20/BBS20025.msf,BBS20025,BALBS544
bb3_release/RV20/BBS20026.msf,BBS20026,BALBS545
bb3_release/RV20/BBS20027.msf,BBS20027,BALBS546
bb3_release/RV20/BBS20028.msf,BBS20028,BALBS547
bb3_release/RV20/BBS20029.msf,BBS20029,BALBS548
bb3_release/RV20/BBS20030.msf,BBS20030,BALBS549
bb3_release/RV20/BBS20031.msf,BBS20031,BALBS550
bb3_release/RV20/BBS20032.msf,BBS20032,BALBS551
bb3_release/RV20/BBS20033.msf,BBS20033,BALBS552
bb3_release/RV20/BBS20034.msf,BBS20034,BALBS553
bb3_release/RV20/BBS20035.msf,BBS20035,BALBS554
bb3_release/RV20/BBS20036.msf,BBS20036,BALBS555
bb3_release/RV20/BBS20037.msf,BBS20037,BALBS556
bb3_release/RV20/BBS20038.msf,BBS20038,BALBS557
bb3_release/RV20/BBS20039.msf,BBS20039,BALBS558
bb3_release/RV20/BBS20040.msf,BBS20040,BALBS559
bb3_release/RV20/BBS20041.msf,BBS20041,BALBS560
bb3_release/RV30/BBS30001.msf,BBS30001,BALBS561
bb3_release/RV30/BBS30002.msf,BBS30002,BALBS562
bb3_release/RV30/BBS30003.msf,BBS30003,BALBS563
bb3_release/RV30/BBS30004.msf,BBS30004,BALBS564
bb3_release/RV30/BBS30005.msf,BBS30005,BALBS565
bb3_release/RV30/BBS30006.msf,BBS30006,BALBS566
bb3_release/RV30/BBS30007.msf,BBS30007,BALBS567
bb3_release/RV30/BBS30008.msf,BBS30008,BALBS568
bb3_release/RV30/BBS30009.msf,BBS30009,BALBS569
bb3_release/RV30/BBS30010.msf,BBS30010,BALBS570
bb3_release/RV30/BBS30011.msf,BBS30011,BALBS571
bb3_release/RV30/BBS30012.msf,BBS30012,BALBS572
bb3_release/RV30/BBS30013.msf,BBS30013,BALBS573
bb3_release/RV30/BBS30014.msf,BBS30014,BALBS574
bb3_release/RV30/BBS30015.msf,BBS30015,BALBS575
bb3_release/RV30/BBS30016.msf,BBS30016,BALBS576
bb3_release/RV30/BBS30017.msf,BBS30017,BALBS577
bb3_release/RV30/BBS30018.msf,BBS30018,BALBS578
bb3_release/RV30/BBS30019.msf,BBS30019,BALBS579
bb3_release/RV30/BBS30020.msf,BBS30020,BALBS580
bb3_release/RV30/BBS30021.msf,BBS30021,BALBS581
bb3_release/RV30/BBS30022.msf,BBS30022,BALBS582
bb3_release/RV30/BBS30023.msf,BBS30023,BALBS583
bb3_release/RV30/BBS30024.msf,BBS30024,BALBS584
bb3_release/RV30/BBS30025.msf,BBS30025,BALBS585
bb3_release/RV30/BBS30026.msf,BBS30026,BALBS586
bb3_release/RV30/BBS30027.msf,BBS30027,BALBS587
bb3_release/RV30/BBS30028.msf,BBS30028,BALBS588
bb3_release/RV30/BBS30029.msf,BBS30029,BALBS589
bb3_release/RV30/BBS30030.msf,BBS30030,BALBS590
bb3_release/RV50/BBS50001.msf,BBS50001,BALBS591
bb3_release/RV50/BBS50002.msf,BBS50002,BALBS592
bb3_release/RV50/BBS50003.msf,BBS50003,BALBS593
bb3_release/RV50/BBS50005.msf,BBS50005,BALBS594
bb3_release/RV50/BBS50006.msf,BBS50006,BALBS595
bb3_release/RV50/BBS50007.msf,BBS50007,BALBS596
bb3_release/RV50/BBS50008.msf,BBS50008,BALBS597
bb3_release/RV50/BBS50009.msf,BBS50009,BALBS598
bb3_release/RV50/BBS50010.msf,BBS50010,BALBS599
bb3_release/RV50/BBS50011.msf,BBS50011,BALBS600
bb3_release/RV50/BBS50012.msf,BBS50012,BALBS601
bb3_release/RV50/BBS50013.msf,BBS50013,BALBS602
bb3_release/RV50/BBS50014.msf,BBS50014,BALBS603
bb3_release/RV50/BBS50015.msf,BBS50015,BALBS604
bb3_release/RV50/BBS50016.msf,BBS50016,BALBS605
RV921/BOX001.msf,BOX001,BALBS606
RV931/BOX002.msf,BOX002,BALBS607
RV931/BOX006.msf,BOX006,BALBS608
RV931/BOX007.msf,BOX007,BALBS609
RV931/BOX009.msf,BOX009,BALBS610
RV911/BOX010.msf,BOX010,BALBS611
RV912/BOX011.msf,BOX011,BALBS612
RV913/BOX012.msf,BOX012,BALBS613
RV913/BOX017.msf,BOX017,BALBS614
RV911/BOX022.msf,BOX022,BALBS615
RV931/BOX031.msf,BOX031,BALBS616
RV913/BOX032.msf,BOX032,BALBS617
RV911/BOX034.msf,BOX034,BALBS618
RV911/BOX035.msf,BOX035,BALBS619
RV913/BOX036.msf,BOX036,BALBS620
RV913/BOX043.msf,BOX043,BALBS621
RV912/BOX045.msf,BOX045,BALBS622
RV911/BOX046.msf,BOX046,BALBS623
RV912/BOX047.msf,BOX047,BALBS624
RV913/BOX049.msf,BOX049,BALBS625
RV912/BOX050.msf,BOX050,BALBS626
RV912/BOX054.msf,BOX054,BALBS627
RV912/BOX060.msf,BOX060,BALBS628
RV911/BOX063.msf,BOX063,BALBS629
RV913/BOX075.msf,BOX075,BALBS630
RV912/BOX076.msf,BOX076,BALBS631
RV913/BOX079.msf,BOX079,BALBS632
RV913/BOX082.msf,BOX082,BALBS633
RV912/BOX096.msf,BOX096,BALBS634
RV911/BOX115.msf,BOX115,BALBS635
RV913/BOX121.msf,BOX121,BALBS636
RV911/BOX122.msf,BOX122,BALBS637
RV911/BOX123.msf,BOX123,BALBS638
RV913/BOX126.msf,BOX126,BALBS639
RV913/BOX132.msf,BOX132,BALBS640
RV913/BOX133.msf,BOX133,BALBS641
RV912/BOX142.msf,BOX142,BALBS642
RV941/BOX144.msf,BOX144,BALBS643
RV913/BOX146.msf,BOX146,BALBS644
RV912/BOX149.msf,BOX149,BALBS645
RV921/BOX153.msf,BOX153,BALBS646
RV912/BOX154.msf,BOX154,BALBS647
RV913/BOX158.msf,BOX158,BALBS648
RV911/BOX172.msf,BOX172,BALBS649
RV911/BOX175.msf,BOX175,BALBS650
RV912/BOX177.msf,BOX177,BALBS651
RV913/BOX180.msf,BOX180,BALBS652
RV911/BOX181.msf,BOX181,BALBS653
RV913/BOX183.msf,BOX183,BALBS654
RV912/BOX187.msf,BOX187,BALBS655
RV912/BOX192.msf,BOX192,BALBS656
RV912/BOX202.msf,BOX202,BALBS657
RV911/BOX212.msf,BOX212,BALBS658
RV913/BOX214.msf,BOX214,BALBS659
RV913/BOX222.msf,BOX222,BALBS660
RV921/BOX230.msf,BOX230,BALBS661
RV941/BOX234.msf,BOX234,BALBS662
RV912/BOX240.msf,BOX240,BALBS663
RV913/BOX246.msf,BOX246,BALBS664
RV931/BOX257.msf,BOX257,BALBS665
RV911/BOX258.msf,BOX258,BALBS666
RV912/BOX259.msf,BOX259,BALBS667
RV931/BOX262.msf,BOX262,BALBS668
RV911/BOX270.msf,BOX270,BALBS669
RV912/BOX281.msf,BOX281,BALBS670
RV911/BOX284.msf,BOX284,BALBS671
RV912/BOX290.msf,BOX290,BALBS672
ref7/test/Nat_ref7.msf,Nat_ref7,BALBS673
ref7/test/acr_ref7.msf,acr_ref7,BALBS674
ref6/test_4/ank_1_ref6.msf,ank_1_ref6,BALBS675
ref6/test_4/ank_1_ref6_centre.msf,ank_1_ref6_centre,BALBS676
ref6/test_4/ank_2_ref6.msf,ank_2_ref6,BALBS677
ref6/test_4/ank_2_ref6_centre.msf,ank_2_ref6_centre,BALBS678
ref6/test_2b/ank_3_ref6.msf,ank_3_ref6,BALBS679
ref6/test_2b/ank_4_ref6.msf,ank_4_ref6,BALBS680
ref6/test/ank_ref6.msf,ank_ref6,BALBS681
ref6/test/ank_ref6_centre.msf,ank_ref6_centre,BALBS682
ref6/test_2a/apo_1_ref6.msf,apo_1_ref6,BALBS683
ref6/test_2a/apo_2_ref6.msf,apo_2_ref6,BALBS684
ref6/test_2a/apo_3_ref6.msf,apo_3_ref6,BALBS685
ref6/test/apo_ref6.msf,apo_ref6,BALBS686
ref6/test/apo_ref6_centre.msf,apo_ref6_centre,BALBS687
ref8/test/cellulase_1_ref8.msf,cellulase_1_ref8,BALBS688
ref8/test/cellulase_2_ref8.msf,cellulase_2_ref8,BALBS689
ref6/test_1b/dead_ref6.msf,dead_ref6,BALBS690
ref6/test/dead_ref6_centre.msf,dead_ref6_centre,BALBS691
ref7/test/dtd_ref7.msf,dtd_ref7,BALBS692
ref6/test_2c/faa_1_ref6.msf,faa_1_ref6,BALBS693
ref6/test_2c/faa_2_ref6.msf,faa_2_ref6,BALBS694
ref6/test_2c/faa_3_ref6.msf,faa_3_ref6,BALBS695
ref6/test/faa_ref6.msf,faa_ref6,BALBS696
ref6/test/faa_ref6_centre.msf,faa_ref6_centre,BALBS697
ref8/test/gsh_1_ref8.msf,gsh_1_ref8,BALBS698
ref8/test/gsh_2_ref8.msf,gsh_2_ref8,BALBS699
ref6/test/ion_ref6.msf,ion_ref6,BALBS700
ref6/test/ion_ref6_centre.msf,ion_ref6_centre,BALBS701
ref7/test/ion_ref7.msf,ion_ref7,BALBS702
ref6/test_2b/kringle_1_ref6.msf,kringle_1_ref6,BALBS703
ref6/test_2a/kringle_2_ref6.msf,kringle_2_ref6,BALBS704
ref6/test/kringle_ref6.msf,kringle_ref6,BALBS705
ref6/test/kringle_ref6_centre.msf,kringle_ref6_centre,BALBS706
ref6/test_2c/ktn+trk_1_ref6.msf,ktn+trk_1_ref6,BALBS707
ref6/test_2c/ktn+trk_2_ref6.msf,ktn+trk_2_ref6,BALBS708
ref6/test/ktn+trk_ref6.msf,ktn+trk_ref6,BALBS709
ref8/test/lectin_1_ref8.msf,lectin_1_ref8,BALBS710
ref8/test/lectin_2_ref8.msf,lectin_2_ref8,BALBS711
ref6/test_2a/lrr_1_ref6.msf,lrr_1_ref6,BALBS712
ref6/test_4/lrr_1_ref6_centre.msf,lrr_1_ref6_centre,BALBS713
ref6/test_4/lrr_2_ref6.msf,lrr_2_ref6,BALBS714
ref6/test_4/lrr_2_ref6_centre.msf,lrr_2_ref6_centre,BALBS715
ref6/test_4/lrr_3_ref6.msf,lrr_3_ref6,BALBS716
ref6/test_4/lrr_3_ref6_centre.msf,lrr_3_ref6_centre,BALBS717
ref6/test_3/lrr_ref6.msf,lrr_ref6,BALBS718
ref6/test/lrr_ref6_centre.msf,lrr_ref6_centre,BALBS719
ref7/test/msl_ref7.msf,msl_ref7,BALBS720
ref6/test_2c/myb_1_ref6.msf,myb_1_ref6,BALBS721
ref6/test_2c/myb_2_ref6.msf,myb_2_ref6,BALBS722
ref6/test_2b/myb_ref6.msf,myb_ref6,BALBS723
ref6/test/myb_ref6_centre.msf,myb_ref6_centre,BALBS724
ref7/test/photo_ref7.msf,photo_ref7,BALBS725
ref8/test/ptga_1_ref8.msf,ptga_1_ref8,BALBS726
ref8/test/ptga_2_ref8.msf,ptga_2_ref8,BALBS727
ref7/test/ptga_ref7.msf,ptga_ref7,BALBS728
ref8/test/sh3+sh2_1_ref8.msf,sh3+sh2_1_ref8,BALBS729
ref8/test/sh3+sh2_2_ref8.msf,sh3+sh2_2_ref8,BALBS730
ref6/test_1b/sh3_1_ref6.msf,sh3_1_ref6,BALBS731
ref6/test_4/sh3_2_ref6.msf,sh3_2_ref6,BALBS732
ref6/test_4/sh3_2_ref6_centre.msf,sh3_2_ref6_centre,BALBS733
ref6/test_2c/sh3_3_ref6.msf,sh3_3_ref6,BALBS734
ref6/test_1a/sh3_ref6.msf,sh3_ref6,BALBS735
ref6/test/sh3_ref6_centre.msf,sh3_ref6_centre,BALBS736
ref6/test_3/sushi_1_ref6.msf,sushi_1_ref6,BALBS737
ref6/test_4/sushi_1_ref6_centre.msf,sushi_1_ref6_centre,BALBS738
ref6/test_4/sushi_2_ref6.msf,sushi_2_ref6,BALBS739
ref6/test_4/sushi_2_ref6_centre.msf,sushi_2_ref6_centre,BALBS740
ref6/test_1a/sushi_ref6.msf,sushi_ref6,BALBS741
ref6/test/sushi_ref6_centre.msf,sushi_ref6_centre,BALBS742
ref6/test/t.msf,t,BALBS743
ref6/test_2b/trk_ref6.msf,trk_ref6,BALBS744
ref6/test/trk_ref6_centre.msf,trk_ref6_centre,BALBS745
ref6/test_2b/zf_1_ref6.msf,zf_1_ref6,BALBS746
ref6/test_4/zf_1_ref6_centre.msf,zf_1_ref6_centre,BALBS747
ref6/test_4/zf_2_ref6.msf,zf_2_ref6,BALBS748
ref6/test_4/zf_2_ref6_centre.msf,zf_2_ref6_centre,BALBS749
ref6/test_1a/zf_ref6.msf,zf_ref6,BALBS750
ref6/test/zf_ref6_centre.msf,zf_ref6_centre,BALBS751
